DESCRIPTION,STATUS,DETAIL
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{6ead3d82-25ec-46bc-b7fd-c1f0df8f5037}\##?#STORAGE#Volume#{a310fb84-9e8c-11e8-8684-806e6f6e6963}#0000006F90B00000#{6ead3d82-25ec-46bc-b7fd-c1f0df8f5037}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{6ead3d82-25ec-46bc-b7fd-c1f0df8f5037}\##?#STORAGE#Volume#{a310fb9c-9e8c-11e8-8684-806e6f6e6963}#0000000000100000#{6ead3d82-25ec-46bc-b7fd-c1f0df8f5037}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{6ead3d82-25ec-46bc-b7fd-c1f0df8f5037}\##?#STORAGE#Volume#{a310fb9c-9e8c-11e8-8684-806e6f6e6963}#0000007470600000#{6ead3d82-25ec-46bc-b7fd-c1f0df8f5037}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{76b5ce0d-17dd-414d-93a1-e127f40bdf6e}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\##?#STORAGE#Volume#_??_USBSTOR#Disk&Ven_ADATA&Prod_USB_Flash_Drive&Rev_1100#269061422002000E&0#{53f56307-b6bf-11d0-94f2-00a0c91efb8b}#{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\##?#STORAGE#Volume#_??_USBSTOR#Disk&Ven_Kingston&Prod_DataTraveler_2.0&Rev_PMAP#08606E6B6612BF1147162CA9&0#{53f56307-b6bf-11d0-94f2-00a0c91efb8b}#{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\##?#STORAGE#Volume#_??_USBSTOR#Disk&Ven_Kingston&Prod_DataTraveler_3.0&Rev_PMAP#60A44C42669ABF115B533FD9&0#{53f56307-b6bf-11d0-94f2-00a0c91efb8b}#{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\##?#STORAGE#Volume#_??_USBSTOR#Disk&Ven_Mass&Prod_Storage&Rev_1.00#01.00.00&0#{53f56307-b6bf-11d0-94f2-00a0c91efb8b}#{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\##?#STORAGE#Volume#_??_USBSTOR#Disk&Ven_Mass&Prod_Storage&Rev_1.00#08.77.00&0#{53f56307-b6bf-11d0-94f2-00a0c91efb8b}#{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\##?#STORAGE#Volume#_??_USBSTOR#Disk&Ven_SanDisk&Prod_Clip_Sport_Plus&Rev_#AC3336836E02A4A7&0#{53f56307-b6bf-11d0-94f2-00a0c91efb8b}#{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\##?#STORAGE#Volume#{1f50ed75-c477-11e7-84dc-806e6f6e6963}#0000000000100000#{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\##?#STORAGE#Volume#{1f50ed75-c477-11e7-84dc-806e6f6e6963}#000000001F400000#{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\##?#STORAGE#Volume#{1f50ed75-c477-11e7-84dc-806e6f6e6963}#0000000025700000#{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\##?#STORAGE#Volume#{1f50ed75-c477-11e7-84dc-806e6f6e6963}#0000000026700000#{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\##?#STORAGE#Volume#{1f50ed75-c477-11e7-84dc-806e6f6e6963}#0000006F90B00000#{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\##?#STORAGE#Volume#{95989f8f-c4f7-11e7-84e5-e0d55e26d505}#0000000000100000#{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\##?#STORAGE#Volume#{95989f8f-c4f7-11e7-84e5-e0d55e26d505}#0000007470600000#{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\##?#STORAGE#Volume#{a310fb84-9e8c-11e8-8684-806e6f6e6963}#0000000000100000#{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\##?#STORAGE#Volume#{a310fb84-9e8c-11e8-8684-806e6f6e6963}#000000001F400000#{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\##?#STORAGE#Volume#{a310fb84-9e8c-11e8-8684-806e6f6e6963}#0000000025700000#{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\##?#STORAGE#Volume#{a310fb84-9e8c-11e8-8684-806e6f6e6963}#0000000026700000#{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\##?#STORAGE#Volume#{a310fb84-9e8c-11e8-8684-806e6f6e6963}#0000006F90B00000#{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\##?#STORAGE#Volume#{a310fb9c-9e8c-11e8-8684-806e6f6e6963}#0000000000100000#{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\##?#STORAGE#Volume#{a310fb9c-9e8c-11e8-8684-806e6f6e6963}#0000007470600000#{7f108a28-9833-4b3b-b780-2c6b5fa5c062}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{8660e926-ff3d-580c-959e-8b8af44d7cde}\##?#SWD#DAFUPnPProvider#uuid:8f6e154a-4793-4c61-aff4-d770f7d47c01#{8660e926-ff3d-580c-959e-8b8af44d7cde}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{86a19291-0482-402c-bf4c-addac52b1c39}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{97f115c8-599a-4153-8894-d2d12899918a}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{9d9e0118-1807-4f2e-96e4-2ce57142e196}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{a8804298-2d5f-42e3-9531-9c8c39eb29ce}\##?#SWD#RADIO#{0C7624DE-D351-4F56-BC4F-137386B589A3}#{a8804298-2d5f-42e3-9531-9c8c39eb29ce}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{b84919fb-ea85-4976-8444-6f6f5c6d31db}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{bfa794e4-f964-4fdb-90f6-51056bfe4b44}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{bfcd56f7-3943-457f-a312-2e19bb6dc648}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{c2fb0f5f-e2d2-4c78-bcd0-352a9582819d}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{cac88484-7515-4c03-82e6-71a87abac361}\##?#USB#VID_0BDA&PID_0811#00e04c000001#{cac88484-7515-4c03-82e6-71a87abac361}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{cdb5d8f7-3cfd-41c8-8542-cce622cf5d6e}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{dee824ef-729b-4a0e-9c14-b7117d33a817}\##?#USB#VID_04E8&PID_6860&ADB#8&35b26763&0&0003#{dee824ef-729b-4a0e-9c14-b7117d33a817}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{e5323777-f976-4f5b-9b55-b94699c46e44}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{e6327cad-dcec-4949-ae8a-991e976a79d2}\##?#SWD#MMDEVAPI#{0.0.0.00000000}.{233d731e-a2e9-42e2-9156-1f568304b354}#{e6327cad-dcec-4949-ae8a-991e976a79d2}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{e6327cad-dcec-4949-ae8a-991e976a79d2}\##?#SWD#MMDEVAPI#{0.0.0.00000000}.{3b3d1df0-ec29-4d32-a9b6-19044779d9f0}#{e6327cad-dcec-4949-ae8a-991e976a79d2}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{e6327cad-dcec-4949-ae8a-991e976a79d2}\##?#SWD#MMDEVAPI#{0.0.0.00000000}.{790841a4-1629-4d41-ba7d-0fe8d3b1c596}#{e6327cad-dcec-4949-ae8a-991e976a79d2}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{e6327cad-dcec-4949-ae8a-991e976a79d2}\##?#SWD#MMDEVAPI#{0.0.0.00000000}.{98dc674a-9fc9-4f6f-909c-05845b6fcec4}#{e6327cad-dcec-4949-ae8a-991e976a79d2}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{e6327cad-dcec-4949-ae8a-991e976a79d2}\##?#SWD#MMDEVAPI#{0.0.0.00000000}.{9d9b7ae1-d90e-4736-a32c-cfa630a117a3}#{e6327cad-dcec-4949-ae8a-991e976a79d2}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{e6327cad-dcec-4949-ae8a-991e976a79d2}\##?#SWD#MMDEVAPI#{0.0.0.00000000}.{b338c1c6-a3f3-496e-b98f-41daa5b5e077}#{e6327cad-dcec-4949-ae8a-991e976a79d2}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{e6f07b5f-ee97-4a90-b076-33f57bf4eaa7}\##?#DISPLAY#GSM59F1#5&29f10517&0&UID4353#{e6f07b5f-ee97-4a90-b076-33f57bf4eaa7}\#\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{e83af229-8640-4d18-a213-e22675ebb2c3}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceClasses\{fb3842cd-9e2a-4f83-8fcc-4b0761139ae9}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{00000000-0000-0000-FFFF-FFFFFFFFFFFF}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{041d8525-1231-5f64-8c5a-ac2dbcfc2d96}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{08f9e586-1061-5ad3-baf5-5ae17f8400f4}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{1c8405fc-48dd-5a39-a643-996b72faf404}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{2374e6dc-0971-59dd-a29f-712f3ee01a88}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{360977af-ab29-11e8-8595-e0d55e26d505}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{37497180-ae83-5bc8-b8ff-34e6381da1b7}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{377e2617-9e8d-11e8-8685-e0d55e26d505}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{377e2618-9e8d-11e8-8685-e0d55e26d505}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{377e2619-9e8d-11e8-8685-e0d55e26d505}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{377e261a-9e8d-11e8-8685-e0d55e26d505}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{44a7c2f5-258f-5cbd-b8da-0c0ac0036ae9}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{65af9dfc-fae7-11e8-85bc-e0d55e26d505}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{6765d920-7a8a-5d12-9e83-7b746d2f00cc}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{77256e3c-9785-5db8-94c6-58b833235eb5}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{7a823e63-bf82-5531-a2c8-e1197bb7a1f7}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{8f6e154a-4793-4c61-aff4-d770f7d47c01}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{98fc60cb-6416-595e-a5d8-14debc1f7d85}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{a310fb92-9e8c-11e8-8684-806e6f6e6963}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{a310fb9f-9e8c-11e8-8684-806e6f6e6963}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{a310fba0-9e8c-11e8-8684-806e6f6e6963}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{a310fbc1-9e8c-11e8-8684-a3f02bedd072}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{a310fc63-9e8c-11e8-8684-a3f02bedd072}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{af6ce358-b159-5157-bf99-c5b37708591a}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{b2cad694-4440-54c1-8e8c-e6de9f06fd8f}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{b820c313-7007-567d-9d3c-cbe8fe05ebf9}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{c8a432da-0811-11e9-85c5-e0d55e26d505}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{daaeddf6-a153-51c3-9c74-afe8109a0410}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{e5996152-631a-5b6c-a616-4ea30c7ea9e1}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{e73addaa-35c1-5c3c-a095-7514a5b6c83b}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{ecf5adf1-5011-4005-91ec-71ca7101b6a2}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\DeviceContainers\{fd97f3ca-c830-11e8-85a2-806e6f6e6963}\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\Lsa\Data,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\Lsa\GBG,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\Lsa\JD,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\Lsa\OfflineLSA\DBOptions,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\Lsa\OfflineSAM\DBOptions,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\Lsa\Skew1,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\Lsa\Tracing,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\NetDrivers,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\Network\Connections,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\Network\LightweightCallHandlers\NETMAN,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\NetworkSetup2,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\Nsi\{eb004a03-9b1a-11d4-9123-0050047759bc}\33,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\SecurePipeServers\winreg,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\Session Manager\kernel\RNG,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\Terminal Server\RCM\Secrets,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\WMI\Autologger,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\WMI\Security,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\{7746D80F-97E0-4E26-9543-26B41FC22F79},Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Enum\ACPI\ACPI000C\2&daba3ff&0\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Enum\ACPI\FixedButton\2&daba3ff&0\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Enum\ACPI\GenuineIntel_-_Intel64_Family_6_Model_158_-_Intel(R)_Core(TM)_i7-8700K_CPU_@_3.70GHz\_1\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Enum\ACPI\GenuineIntel_-_Intel64_Family_6_Model_158_-_Intel(R)_Core(TM)_i7-8700K_CPU_@_3.70GHz\_2\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Enum\ACPI\GenuineIntel_-_Intel64_Family_6_Model_158_-_Intel(R)_Core(TM)_i7-8700K_CPU_@_3.70GHz\_3\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Enum\ACPI\GenuineIntel_-_Intel64_Family_6_Model_158_-_Intel(R)_Core(TM)_i7-8700K_CPU_@_3.70GHz\_4\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Enum\ACPI\GenuineIntel_-_Intel64_Family_6_Model_158_-_Intel(R)_Core(TM)_i7-8700K_CPU_@_3.70GHz\_5\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Enum\ACPI\GenuineIntel_-_Intel64_Family_6_Model_158_-_Intel(R)_Core(TM)_i7-8700K_CPU_@_3.70GHz\_6\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Enum\ACPI\GenuineIntel_-_Intel64_Family_6_Model_158_-_Intel(R)_Core(TM)_i7-8700K_CPU_@_3.70GHz\_7\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Enum\ACPI\GenuineIntel_-_Intel64_Family_6_Model_158_-_Intel(R)_Core(TM)_i7-8700K_CPU_@_3.70GHz\_8\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Enum\ACPI\GenuineIntel_-_Intel64_Family_6_Model_158_-_Intel(R)_Core(TM)_i7-8700K_CPU_@_3.70GHz\_9\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Enum\ACPI\GenuineIntel_-_Intel64_Family_6_Model_158_-_Intel(R)_Core(TM)_i7-8700K_CPU_@_3.70GHz\_a\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Enum\ACPI\GenuineIntel_-_Intel64_Family_6_Model_158_-_Intel(R)_Core(TM)_i7-8700K_CPU_@_3.70GHz\_b\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Enum\ACPI\GenuineIntel_-_Intel64_Family_6_Model_158_-_Intel(R)_Core(TM)_i7-8700K_CPU_@_3.70GHz\_c\Properties,Exception,[WinError 5] Acceso denegado
Unable to access HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Enum\ACPI\INT0800\4&2a759def&0\Properties,Exception,[WinError 5] Acceso denegado
